Pitch (MIDI),Time (s),Intensity,Tag
50.0,13.968863010406494,0.17716496,OK
50.0,13.9896399974823,0.1696096,OK
50.0,14.018065452575684,0.12243923,OK
50.0,14.038085699081421,0.079316586,OK
50.0,14.058963537216187,0.052929368,OK
50.0,14.088942527770996,0.045485724,Suspicious
50.0,14.112305641174316,0.04178707,Suspicious
50.0,14.13283920288086,0.031959146,Suspicious
50.0,14.159457921981812,0.021626696,Suspicious
50.0,14.179448366165161,0.016312934,Suspicious
50.0,14.199437141418457,0.07852872,OK
52.0,14.229411363601685,0.1308797,OK
52.0,14.249459743499756,0.14066751,OK
52.0,14.269617319107056,0.13691574,OK
52.0,14.298017740249634,0.13911505,OK
52.0,14.318002700805664,0.14187038,OK
52.0,14.342788696289062,0.13768983,OK
52.0,14.369724035263062,0.14097212,OK
52.0,14.389714479446411,0.13734868,OK
52.0,14.40950870513916,0.12423822,OK
52.0,14.441366910934448,0.12017694,OK
52.0,14.462737083435059,0.11590079,OK
52.0,14.477951765060425,0.10490408,OK
52.0,14.502119779586792,0.08882976,OK
52.0,14.532151937484741,0.082445726,OK
52.0,14.549800872802734,0.097022414,OK
52.0,14.572020769119263,0.11264261,OK
72.0,14.602011442184448,0.11058986,OK
72.0,14.622003555297852,0.11612251,OK
31.0,14.642003297805786,0.11062879,OK
31.0,14.670275926589966,0.09480048,OK
43.0,14.69191861152649,0.07929292,OK
31.0,14.712834358215332,0.07126596,OK
31.0,14.737864971160889,0.06672683,OK
31.0,14.760421991348267,0.062184423,OK
31.0,14.777461051940918,0.054624077,OK
31.0,14.812440395355225,0.04421095,Suspicious
31.0,14.832430839538574,0.041187316,Suspicious
31.0,14.850460052490234,0.040978786,Suspicious
31.0,14.881376266479492,0.039110474,Suspicious
31.0,14.902687072753906,0.030215548,Suspicious
31.0,14.922675848007202,0.019074641,Suspicious
31.0,14.950587272644043,0.013075618,Suspicious
31.0,14.970119953155518,0.0106247235,Suspicious
31.0,14.99183177947998,0.007967964,Suspicious
31.0,15.021782636642456,0.0053484035,Suspicious
31.0,15.041770935058594,0.0036807214,Suspicious
31.0,15.252491235733032,0.004089384,Suspicious
55.0,15.27015733718872,0.11717689,OK
55.0,15.292989730834961,0.13170429,OK
55.0,15.322193622589111,0.14482868,OK
55.0,15.342188835144043,0.15662071,OK
55.0,15.362178087234497,0.17354253,OK
55.0,15.392164707183838,0.18182746,OK
55.0,15.412150621414185,0.19684939,OK
55.0,15.43214201927185,0.2147567,OK
55.0,15.457462549209595,0.229432,OK
55.0,15.482410669326782,0.21744649,OK
55.0,15.502403497695923,0.2092,OK
55.0,15.532386302947998,0.20019037,OK
55.0,15.552375793457031,0.19342516,OK
55.0,15.570136547088623,0.19519131,OK
55.0,15.602281093597412,0.18123372,OK
55.0,15.617568492889404,0.16991386,OK
55.0,15.641887187957764,0.15710516,OK
55.0,15.67286229133606,0.14689903,OK
55.0,15.692852020263672,0.12479114,OK
55.0,15.712111473083496,0.10412441,OK
55.0,15.742104053497314,0.08630878,OK
55.0,15.758402109146118,0.06698795,OK
67.0,15.782453298568726,0.051354654,OK
67.0,15.81249713897705,0.038578764,Suspicious
67.0,15.82799220085144,0.028252149,Suspicious
67.0,15.84825873374939,0.020798724,Suspicious
67.0,15.868613719940186,0.012758237,Suspicious
67.0,15.89801836013794,0.004746287,Suspicious
80.0,15.972297668457031,0.08778323,OK
48.0,15.992332935333252,0.1289409,OK
48.0,16.011377811431885,0.13245052,OK
40.0,16.041898488998413,0.12419395,OK
